job_title,experience_years,salary_mid,source_name
.net developer,1.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,2.0,311050.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,2.0,30000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,3.0,54000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,9000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,4.0,128000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,6.0,60000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,3.0,45000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,16000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,2.0,12000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,7.0,37500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,151000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,44500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,0.0,10000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,27000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,6.0,66400.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,2.0,38400.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,37000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,3.0,28500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,8000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,2.0,82000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,4.0,72000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,1.0,12000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,3.0,26000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,4.0,60000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,3.0,12000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
.net developer,0.0,5500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
back end developer (ruby on rails),2.0,26000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,1.0,94000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,5.0,139000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,1.0,37000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,2.0,20000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,5.0,36000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,1.0,42000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,1.0,66000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,0.0,22000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer,2.0,20000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer - django,3.0,53000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer - django,0.0,15000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer - django,1.0,39000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend developer - django,2.0,70500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
backend java developer,1.0,25000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
front end developer react,2.0,24000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
front end developer react,1.0,9000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
front end developer react,3.0,6000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,225900.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,7.0,30000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,68000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,4.0,18000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,8000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,91000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,23000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,4.0,75000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,31500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,156000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,4000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,18000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,7.0,65000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,0.0,93000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,8000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,4.0,252000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,18500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,67000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,20000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,9000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,8000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,66000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,4.0,72000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,4.0,84000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,120000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,36000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,72000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,8000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,1.0,14000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,3500.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,2.0,10000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer,3.0,70000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer angular,3.0,55000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer angular,3.0,7300.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer vue.js,0.0,14000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer vue.js,0.0,5000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
frontend developer vue.js,2.0,7000.0,Kaggle_Web_Developers_Salaries_Egypt_2024
